sample_code,population,count,total_count,percentage
sample01815,b_cell,7686,98810,7.778564922578686
sample01815,cd4_t_cell,29082,98810,29.432243700030362
sample01815,cd8_t_cell,27972,98810,28.308875619876535
sample01815,monocyte,16216,98810,16.411294403400465
sample01815,nk_cell,17854,98810,18.069021354113957
sample01816,b_cell,5741,107508,5.3400677158909104
sample01816,cd4_t_cell,37477,107508,34.85973136882837
sample01816,cd8_t_cell,31885,107508,29.65825799010306
sample01816,monocyte,16457,107508,15.30769803177438
sample01816,nk_cell,15948,107508,14.83424489340328
sample01817,b_cell,7981,102908,7.7554709060520075
sample01817,cd4_t_cell,35271,102908,34.274303261165315
sample01817,cd8_t_cell,28565,102908,27.757803086251798
sample01817,monocyte,16967,102908,16.48754227076612
sample01817,nk_cell,14124,102908,13.724880475764762
sample01818,b_cell,9463,106639,8.873864158516115
sample01818,cd4_t_cell,29646,106639,27.80033571207532
sample01818,cd8_t_cell,38172,106639,35.795534466752315
sample01818,monocyte,17041,106639,15.980082333855345
sample01818,nk_cell,12317,106639,11.550183328800907
sample01819,b_cell,4928,110304,4.4676530316217
sample01819,cd4_t_cell,41858,110304,37.94785320568611
sample01819,cd8_t_cell,28438,110304,25.781476646359152
sample01819,monocyte,17776,110304,16.115462721206846
sample01819,nk_cell,17304,110304,15.687554395126197
sample01820,b_cell,12642,112263,11.261056625958686
sample01820,cd4_t_cell,34468,112263,30.702903004551814
sample01820,cd8_t_cell,18455,112263,16.43907609809109
sample01820,monocyte,28030,112263,24.968155135708116
sample01820,nk_cell,18668,112263,16.628809135690297
sample01821,b_cell,8657,108448,7.982627618766598
sample01821,cd4_t_cell,33961,108448,31.315469164945416
sample01821,cd8_t_cell,25386,108448,23.40845382118619
sample01821,monocyte,23317,108448,21.500627028622013
sample01821,nk_cell,17127,108448,15.792822366479786
sample01822,b_cell,4693,96370,4.869772750856075
sample01822,cd4_t_cell,29813,96370,30.935975926118086
sample01822,cd8_t_cell,26296,96370,27.28649994811663
sample01822,monocyte,18288,96370,18.976860018678014
sample01822,nk_cell,17280,96370,17.930891356231193
sample01823,b_cell,15196,106250,14.302117647058823
sample01823,cd4_t_cell,36210,106250,34.08
sample01823,cd8_t_cell,23120,106250,21.759999999999998
sample01823,monocyte,18373,106250,17.292235294117646
sample01823,nk_cell,13351,106250,12.56564705882353
sample01824,b_cell,12001,102253,11.736574966015667
sample01824,cd4_t_cell,35513,102253,34.73052135389671
sample01824,cd8_t_cell,22940,102253,22.434549597566818
sample01824,monocyte,20435,102253,19.98474372390052
sample01824,nk_cell,11364,102253,11.113610358620285
sample01825,b_cell,14064,106192,13.243935513032998
sample01825,cd4_t_cell,26694,106192,25.137486816332682
sample01825,cd8_t_cell,23153,106192,21.802960675003767
sample01825,monocyte,23127,106192,21.778476721410275
sample01825,nk_cell,19154,106192,18.03714027422028
sample01826,b_cell,8470,111533,7.594164955663346
sample01826,cd4_t_cell,37643,111533,33.75054916482117
sample01826,cd8_t_cell,21772,111533,19.520679978123066
sample01826,monocyte,24904,111533,22.32881748002833
sample01826,nk_cell,18744,111533,16.80578842136408
sample01827,b_cell,15060,100746,14.948484307069263
sample01827,cd4_t_cell,30296,100746,30.071665376292856
sample01827,cd8_t_cell,25900,100746,25.70821670339269
sample01827,monocyte,16766,100746,16.641851785678835
sample01827,nk_cell,12724,100746,12.629781827566354
sample01828,b_cell,8364,95302,8.776311095255084
sample01828,cd4_t_cell,22531,95302,23.641686428406537
sample01828,cd8_t_cell,24876,95302,26.10228536651907
sample01828,monocyte,23782,95302,24.95435562737403
sample01828,nk_cell,15749,95302,16.52536148244528
sample01829,b_cell,7766,105820,7.33887733887734
sample01829,cd4_t_cell,30798,105820,29.104139104139104
sample01829,cd8_t_cell,28772,105820,27.18956718956719
sample01829,monocyte,23235,105820,21.957096957096958
sample01829,nk_cell,15249,105820,14.410319410319412
sample01830,b_cell,9805,97955,10.009698330866215
sample01830,cd4_t_cell,31524,97955,32.18212444489817
sample01830,cd8_t_cell,25460,97955,25.991526721453727
sample01830,monocyte,13717,97955,14.003368893879841
sample01830,nk_cell,17449,97955,17.813281608902045
sample01831,b_cell,7559,104882,7.207147079575142
sample01831,cd4_t_cell,31572,104882,30.102400793272437
sample01831,cd8_t_cell,29511,104882,28.137335291089034
sample01831,monocyte,18987,104882,18.103201693331552
sample01831,nk_cell,17253,104882,16.449915142731832
sample01832,b_cell,6361,103134,6.167704151880078
sample01832,cd4_t_cell,34291,103134,33.248977058971825
sample01832,cd8_t_cell,21687,103134,21.027983012391648
sample01832,monocyte,22677,103134,21.987899237884694
sample01832,nk_cell,18118,103134,17.567436538871757
sample01833,b_cell,9914,93091,10.649794287310266
sample01833,cd4_t_cell,33206,93091,35.67047297805373
sample01833,cd8_t_cell,20644,93091,22.1761502186033
sample01833,monocyte,17440,93091,18.73435670472978
sample01833,nk_cell,11887,93091,12.76922581130292
sample01834,b_cell,12409,102909,12.058226199846466
sample01834,cd4_t_cell,33790,102909,32.83483465974793
sample01834,cd8_t_cell,22437,102909,21.802757776287788
sample01834,monocyte,16632,102909,16.16185173308457
sample01834,nk_cell,17641,102909,17.142329631033242
sample01835,b_cell,13960,94836,14.720148466826943
sample01835,cd4_t_cell,35372,94836,37.29807246193428
sample01835,cd8_t_cell,21873,94836,23.06402631911932
sample01835,monocyte,14058,94836,14.823484752625586
sample01835,nk_cell,9573,94836,10.094267999493862
sample01836,b_cell,11051,87168,12.677817547723935
sample01836,cd4_t_cell,30787,87168,35.31915381791483
sample01836,cd8_t_cell,19750,87168,22.657397209985316
sample01836,monocyte,15013,87168,17.223063509544787
sample01836,nk_cell,10567,87168,12.122567914831132
sample01837,b_cell,8853,102060,8.674309229864786
sample01837,cd4_t_cell,26380,102060,25.847540662355478
sample01837,cd8_t_cell,23973,102060,23.4891240446796
sample01837,monocyte,24641,102060,24.143640995492845
sample01837,nk_cell,18213,102060,17.84538506760729
sample01838,b_cell,13451,105977,12.692376647763194
sample01838,cd4_t_cell,36514,105977,34.4546458193759
sample01838,cd8_t_cell,14726,105977,13.895467884540984
sample01838,monocyte,25079,105977,23.66456872717665
sample01838,nk_cell,16207,105977,15.292940921143266
sample01839,b_cell,8747,105439,8.29579187966502
sample01839,cd4_t_cell,41529,105439,39.38675442673015
sample01839,cd8_t_cell,23176,105439,21.98048160547805
sample01839,monocyte,21355,105439,20.253416667457014
sample01839,nk_cell,10632,105439,10.083555420669772
sample01840,b_cell,14923,102983,14.490741190293544
sample01840,cd4_t_cell,25948,102983,25.196391637454724
sample01840,cd8_t_cell,25181,102983,24.45160851791072
sample01840,monocyte,23152,102983,22.481380422011398
sample01840,nk_cell,13779,102983,13.37987823232961
sample01841,b_cell,10547,98102,10.751055024362397
sample01841,cd4_t_cell,30867,98102,31.46419033251106
sample01841,cd8_t_cell,27117,98102,27.641638294835985
sample01841,monocyte,16485,98102,16.803938757619623
sample01841,nk_cell,13086,98102,13.339177590670934
sample01842,b_cell,6015,98564,6.102633821679316
sample01842,cd4_t_cell,29390,98564,29.818189196867014
sample01842,cd8_t_cell,30449,98564,30.89261799439958
sample01842,monocyte,21759,98564,22.07601152550627
sample01842,nk_cell,10951,98564,11.110547461547826
sample01843,b_cell,12574,91275,13.775951794029034
sample01843,cd4_t_cell,28467,91275,31.188167625308132
sample01843,cd8_t_cell,21693,91275,23.766639276910436
sample01843,monocyte,20356,91275,22.30183511366749
sample01843,nk_cell,8185,91275,8.967406190084908
sample01844,b_cell,9670,107138,9.025742500326682
sample01844,cd4_t_cell,33445,107138,31.216748492598327
sample01844,cd8_t_cell,20780,107138,19.39554593141556
sample01844,monocyte,28086,107138,26.214788403740968
sample01844,nk_cell,15157,107138,14.14717467191846
sample01845,b_cell,6431,105554,6.092616101710973
sample01845,cd4_t_cell,39987,105554,37.88297932811641
sample01845,cd8_t_cell,22133,105554,20.96841427136821
sample01845,monocyte,20459,105554,19.38249616310135
sample01845,nk_cell,16544,105554,15.673494135703054
sample01846,b_cell,9085,101402,8.959389361156585
sample01846,cd4_t_cell,31659,101402,31.221277686830636
sample01846,cd8_t_cell,24591,101402,24.251000966450363
sample01846,monocyte,19725,101402,19.452279047750537
sample01846,nk_cell,16342,101402,16.11605293781188
sample01847,b_cell,8115,99285,8.173440096691344
sample01847,cd4_t_cell,32546,99285,32.780379714961974
sample01847,cd8_t_cell,29269,99285,29.479780430075035
sample01847,monocyte,14423,99285,14.526867099763308
sample01847,nk_cell,14932,99285,15.039532658508334
sample01848,b_cell,4548,88513,5.138228282851107
sample01848,cd4_t_cell,23001,88513,25.986013353970606
sample01848,cd8_t_cell,24258,88513,27.406143730299505
sample01848,monocyte,21723,88513,24.54215764915888
sample01848,nk_cell,14983,88513,16.927456983719903
sample01849,b_cell,11621,97926,11.867124154974164
sample01849,cd4_t_cell,27363,97926,27.942528031370628
sample01849,cd8_t_cell,26670,97926,27.234850805710437
sample01849,monocyte,15434,97926,15.760880664991934
sample01849,nk_cell,16838,97926,17.19461634295284
sample01850,b_cell,7752,93842,8.260693506106008
sample01850,cd4_t_cell,27335,93842,29.128748321647024
sample01850,cd8_t_cell,29259,93842,31.179003005051044
sample01850,monocyte,20356,93842,21.69177980008951
sample01850,nk_cell,9140,93842,9.739775367106413
sample01851,b_cell,7549,96940,7.787291107901795
sample01851,cd4_t_cell,41234,96940,42.535589024138645
sample01851,cd8_t_cell,19357,96940,19.968021456571076
sample01851,monocyte,17052,96940,17.590262017742933
sample01851,nk_cell,11748,96940,12.118836393645555
sample01852,b_cell,12002,95107,12.619470701420504
sample01852,cd4_t_cell,27927,95107,29.36376922834281
sample01852,cd8_t_cell,22512,95107,23.670182005530613
sample01852,monocyte,16571,95107,17.42353349385429
sample01852,nk_cell,16095,95107,16.92304457085178
sample01853,b_cell,7986,103177,7.740097114667028
sample01853,cd4_t_cell,30467,103177,29.528867867838766
sample01853,cd8_t_cell,27683,103177,26.83059208932223
sample01853,monocyte,24164,103177,23.419948244279247
sample01853,nk_cell,12877,103177,12.480494683892728
sample01854,b_cell,8575,103547,8.2812635807894
sample01854,cd4_t_cell,29390,103547,28.38324625532367
sample01854,cd8_t_cell,30396,103547,29.354785749466426
sample01854,monocyte,17959,103547,17.3438148859938
sample01854,nk_cell,17227,103547,16.636889528426703
sample01855,b_cell,9473,109977,8.613619211289633
sample01855,cd4_t_cell,29295,109977,26.63738781745274
sample01855,cd8_t_cell,21249,109977,19.32131263809706
sample01855,monocyte,26112,109977,23.743146294225156
sample01855,nk_cell,23848,109977,21.684534038935414
sample01856,b_cell,9442,118523,7.966386271019127
sample01856,cd4_t_cell,42845,118523,36.14910186208584
sample01856,cd8_t_cell,24549,118523,20.712435561030347
sample01856,monocyte,22048,118523,18.602296600659788
sample01856,nk_cell,19639,118523,16.569779705204894
sample01857,b_cell,18920,92682,20.41388834940981
sample01857,cd4_t_cell,31220,92682,33.685073692842195
sample01857,cd8_t_cell,17710,92682,19.108348978226626
sample01857,monocyte,13953,92682,15.054703178610735
sample01857,nk_cell,10879,92682,11.737985800910641
sample01858,b_cell,9897,96505,10.255427179938863
sample01858,cd4_t_cell,31706,96505,32.85425625615253
sample01858,cd8_t_cell,25956,96505,26.89601575047925
sample01858,monocyte,15747,96505,16.317289259623855
sample01858,nk_cell,13199,96505,13.677011553805501
sample01859,b_cell,5174,95058,5.442992699194176
sample01859,cd4_t_cell,28170,95058,29.63453891308464
sample01859,cd8_t_cell,22996,95058,24.191546213890465
sample01859,monocyte,22176,95058,23.32891497822382
sample01859,nk_cell,16542,95058,17.402007195606892
sample01860,b_cell,10210,105104,9.714187852032273
sample01860,cd4_t_cell,25475,105104,24.2378977013244
sample01860,cd8_t_cell,35297,105104,33.58292738620794
sample01860,monocyte,20872,105104,19.858425940021313
sample01860,nk_cell,13250,105104,12.606561120414067
sample01861,b_cell,7005,104452,6.706429747635277
sample01861,cd4_t_cell,26896,104452,25.749626622754953
sample01861,cd8_t_cell,25887,104452,24.783632673381074
sample01861,monocyte,29193,104452,27.94872285834642
sample01861,nk_cell,15471,104452,14.81158809788228
sample01862,b_cell,15332,110517,13.872978817738446
sample01862,cd4_t_cell,30623,110517,27.70885927051947
sample01862,cd8_t_cell,29632,110517,26.81216464435336
sample01862,monocyte,20094,110517,18.181818181818183
sample01862,nk_cell,14836,110517,13.424179085570545
sample01863,b_cell,11071,101542,10.902877626991787
sample01863,cd4_t_cell,33970,101542,33.454137204309546
sample01863,cd8_t_cell,18381,101542,18.101869177286247
sample01863,monocyte,16870,101542,16.613814973114575
sample01863,nk_cell,21250,101542,20.927301018297847
sample01864,b_cell,12734,101138,12.590717633332673
sample01864,cd4_t_cell,32100,101138,31.738812315845678
sample01864,cd8_t_cell,21854,101138,21.608099824002846
sample01864,monocyte,21545,101138,21.30257667741106
sample01864,nk_cell,12905,101138,12.759793549407739
sample01865,b_cell,8178,94661,8.639249532542442
sample01865,cd4_t_cell,29344,94661,30.999038674850254
sample01865,cd8_t_cell,27549,94661,29.102798406946896
sample01865,monocyte,20502,94661,21.65833870337309
sample01865,nk_cell,9088,94661,9.60057468228732
sample01866,b_cell,3895,98182,3.967122283106883
sample01866,cd4_t_cell,31948,98182,32.53956937116783
sample01866,cd8_t_cell,29540,98182,30.08698132040496
sample01866,monocyte,18881,98182,19.23061253590271
sample01866,nk_cell,13918,98182,14.175714489417611
sample01867,b_cell,8133,96340,8.44197633381773
sample01867,cd4_t_cell,27651,96340,28.70147394643969
sample01867,cd8_t_cell,17724,96340,18.39734274444675
sample01867,monocyte,23306,96340,24.19140543906996
sample01867,nk_cell,19526,96340,20.267801536225864
sample01868,b_cell,11529,104815,10.999379859752898
sample01868,cd4_t_cell,32771,104815,31.265563135047465
sample01868,cd8_t_cell,27376,104815,26.118399084100556
sample01868,monocyte,18495,104815,17.645375184849495
sample01868,nk_cell,14644,104815,13.971282736249583
sample01869,b_cell,10157,100138,10.143002656334259
sample01869,cd4_t_cell,30347,100138,30.305178853182607
sample01869,cd8_t_cell,20134,100138,20.106253370348917
sample01869,monocyte,23917,100138,23.884040024765824
sample01869,nk_cell,15583,100138,15.561525095368392
sample01870,b_cell,7939,92310,8.600368324125231
sample01870,cd4_t_cell,32836,92310,35.571444047232156
sample01870,cd8_t_cell,27464,92310,29.751922868594953
sample01870,monocyte,15620,92310,16.921243635575777
sample01870,nk_cell,8451,92310,9.155021124471888
sample01871,b_cell,9001,99801,9.01894770593481
sample01871,cd4_t_cell,29713,99801,29.77224677107444
sample01871,cd8_t_cell,24137,99801,24.185128405527
sample01871,monocyte,18798,99801,18.835482610394685
sample01871,nk_cell,18152,99801,18.188194507069067
sample01872,b_cell,6488,92888,6.9847558349840675
sample01872,cd4_t_cell,24299,92888,26.15946085608475
sample01872,cd8_t_cell,22517,92888,24.241021445181293
sample01872,monocyte,20790,92888,22.381793127206958
sample01872,nk_cell,18794,92888,20.232968736542933
sample01873,b_cell,6681,94783,7.0487323676186655
sample01873,cd4_t_cell,30857,94783,32.55541605562179
sample01873,cd8_t_cell,21778,94783,22.97669413291413
sample01873,monocyte,21832,94783,23.033666374771848
sample01873,nk_cell,13635,94783,14.38549106907357
sample01874,b_cell,9612,93253,10.307443192176123
sample01874,cd4_t_cell,19110,93253,20.492638306542414
sample01874,cd8_t_cell,23382,93253,25.073724169731804
sample01874,monocyte,21729,93253,23.30112704148928
sample01874,nk_cell,19420,93253,20.825067290060375
sample01875,b_cell,13264,107243,12.368173214102553
sample01875,cd4_t_cell,28294,107243,26.383073953544756
sample01875,cd8_t_cell,19698,107243,18.367632386262972
sample01875,monocyte,26847,107243,25.033801739973704
sample01875,nk_cell,19140,107243,17.847318706116017
sample01876,b_cell,6257,101993,6.134734736697617
sample01876,cd4_t_cell,26923,101993,26.39690959183473
sample01876,cd8_t_cell,33810,101993,33.14933377780828
sample01876,monocyte,19854,101993,19.466041787181474
sample01876,nk_cell,15149,101993,14.852980106477895
sample01877,b_cell,18562,102549,18.10061531560522
sample01877,cd4_t_cell,20739,102549,20.223502910803614
sample01877,cd8_t_cell,23690,102549,23.101151644579666
sample01877,monocyte,24224,102549,23.621878321582855
sample01877,nk_cell,15334,102549,14.952851807428644
sample01878,b_cell,10001,107082,9.339571543303263
sample01878,cd4_t_cell,35926,107082,33.549989727498556
sample01878,cd8_t_cell,18606,107082,17.375469266543398
sample01878,monocyte,30394,107082,28.38385536317962
sample01878,nk_cell,12155,107082,11.351114099475168
sample01879,b_cell,8288,101050,8.201880257298368
sample01879,cd4_t_cell,34369,101050,34.011875309252844
